employeeID,CountryOfBirth,name,phone,email,gender,birthdate,hiredate,department,role,salary,SSID
294838874,USA,Mitchell Dominguez,832.979.0047,iward@example.org,male,1996-04-16,2020-07-21,Operations,Operations Director,138064,243-54-0473
865900715,India,Tara Sur,868-494-3628,sjones@example.com,female,1992-09-13,2023-11-02,Human Resources,CHRO,188312,472-12-1633
420001194,USA,Raymond Murphy,857-984-8917,james17@example.com,male,1998-01-03,2021-05-08,Marketing,Marketing Manager,98477,849-80-7271
206025798,USA,Ronnie Martin,5724832814,patriciahamilton@example.com,male,1992-01-25,2017-12-29,Engineering,Software Engineer,115116,718-48-4449
252965855,USA,Kristin Wilson,(300)356-4614x29386,edward25@example.net,female,1973-09-01,2022-10-09,Sales,Senior Sales Representative,103363,018-86-8268
448126205,USA,Christine Clark,001-612-319-3937x628,josephalvarez@example.org,nonbinary,1968-09-23,2024-04-15,Engineering,Senior Software Engineer,136560,860-46-8373
503204182,USA,Joanne Page,+1-215-784-4547x4897,michele26@example.com,female,1969-04-17,2014-07-04,Engineering,Senior Software Engineer,181374,285-89-1158
229886539,India,Falguni Kumer,(968)533-0124x939,chungmorgan@example.net,female,1995-02-17,2021-09-27,Sales,Sales Representative,65457,512-45-6943
317496560,India,Onveer Kanda,692.358.1284x763,rodney98@example.org,male,1968-06-08,2022-11-06,Engineering,Software Engineer,105342,276-15-1060
907597452,Canada,Alicia Wells,+1-921-704-7602x95502,dustinklein@example.com,female,1985-05-29,2011-07-18,Marketing,Marketing Specialist,70938,785-95-1026
729243930,USA,Jeffrey Werner,921-330-9375,amcpherson@example.com,male,1962-10-08,2011-08-22,Executive,SVP,338182,554-96-2967
629332643,USA,Christopher Jensen,671-305-0509x086,matthew54@example.com,male,1987-09-08,2010-11-06,Sales,VP Sales,261545,162-61-8776
907872588,India,Warda Sura,583-276-8872x0802,yanganthony@example.net,female,1992-08-25,2024-12-04,Engineering,Senior Software Engineer,149800,071-62-8166
513442871,Philippines,Jeff Lee,+1-211-907-3190x515,duffynicholas@example.net,male,2000-06-03,2020-08-29,Engineering,Software Engineer,102091,779-59-2554
389145285,USA,Mike Barrera,7203431435,patricia94@example.org,male,2004-10-13,2025-03-15,Executive,CEO,430452,067-91-3797
441811154,India,Raghav Anand,(840)348-2247x9078,mackenzie20@example.net,male,2000-07-06,2022-01-11,Marketing,Marketing Manager,97335,597-67-8419
693909246,India,Vansha Bail,+1-782-766-5194,amanda37@example.net,female,1976-09-05,2016-03-11,Operations,Operations Analyst,83985,245-39-7278
170285223,USA,Brian Mcdonald,+1-692-945-0838x4159,mcdonaldkyle@example.net,male,1980-09-30,2022-12-02,Customer Support,Senior Support Representative,67791,014-77-4924
131038055,USA,Dustin Carter,4719649356,wagnerterrance@example.net,male,1996-06-21,2020-03-22,Operations,Operations Manager,98234,595-56-0153
780259788,USA,Victoria Kelly,688.522.7070,crystalwilliams@example.net,female,1968-03-26,2013-03-17,Sales,Sales Manager,122658,440-71-8660
119996117,USA,Kathy Andrews,466.852.7529x2662,pacecourtney@example.net,female,2002-09-22,2023-03-09,Engineering,Software Engineer,108307,874-42-8466
694933780,USA,Nicole Crawford,(708)373-8304,alexander59@example.org,female,1989-03-02,2014-04-23,Engineering,Software Engineer,138678,631-81-3764
824880344,USA,Sara Davis,+1-309-348-0762x51236,alexis73@example.com,female,1973-03-06,2012-01-04,Operations,Operations Manager,79980,117-03-9467
364479890,USA,Jeffrey Gomez,+1-531-945-2921x83689,jennifer99@example.net,male,1981-11-26,2016-08-28,Executive,CEO,696702,362-31-5763
799597461,USA,Cody Jacobson,243-291-4600,aprilhall@example.org,male,1963-11-28,2023-10-04,Sales,Sales Representative,76655,784-45-4539
427075547,USA,Mackenzie Aguilar,001-392-872-6978,ylane@example.org,female,1982-08-16,2023-09-08,Marketing,Marketing Manager,97871,707-25-1244
578869802,India,Rajeshri Agrawal,8214823038,allenmarie@example.org,female,1960-09-12,2019-08-19,Engineering,Software Engineer,93828,892-16-1986
782683973,USA,John Hughes,282-284-7171x4656,james26@example.com,nonbinary,1979-04-20,2024-05-16,Finance,CFO,289353,872-58-7550
318460189,India,Shravya Sane,734.984.4436,mark35@example.com,female,1989-11-24,2018-01-26,Sales,Sales Representative,68105,883-47-1664
500833429,USA,Stephen Christian,326.354.9686,pmedina@example.com,male,1977-06-14,2012-01-31,Sales,Sales Representative,70802,480-92-0658
939691516,India,Gautam Dada,586.276.0257,rwalker@example.com,male,2004-08-04,2024-10-13,Sales,Senior Sales Representative,100038,450-27-9292
677174482,USA,Mark Nguyen,+1-568-472-1896,michaelross@example.net,male,1995-03-02,2022-07-14,Engineering,Software Engineer,124335,493-11-5426
696090185,India,Yamini Chaudry,(222)319-8094x63591,calvin83@example.org,female,1964-01-23,2011-12-17,Finance,Finance Director,165101,443-89-0026
144873906,USA,Mark Roberts,6154499131,pperry@example.net,male,1970-09-12,2014-04-12,Marketing,Marketing Specialist,43187,213-45-4099
972569546,India,Yash Sharma,001-769-829-9790x63124,stevensilva@example.com,male,1995-10-19,2022-10-27,Marketing,Marketing Director,160323,218-07-3240
990531175,USA,Nathaniel Mcdowell,344-987-8604,tiffany51@example.com,nonbinary,2001-12-05,2022-06-19,Marketing,Marketing Specialist,77107,732-99-9679
410579235,USA,Dominique Higgins,758-620-6022x60968,zrobinson@example.com,female,1988-10-02,2013-06-09,Marketing,Marketing Manager,87471,679-85-0414
100582968,USA,Kimberly Blevins,001-525-860-1329x692,darrellwall@example.com,female,1966-08-30,2016-03-18,Sales,Sales Representative,61976,751-26-7742
617743557,India,Ekaraj Mitra,5139332767,petersonchristopher@example.net,male,1964-05-16,2017-12-18,Legal,Legal Assistant,64706,303-99-8722
741955612,USA,Kevin Montoya,623-903-0092,travispreston@example.com,male,1998-11-16,2024-04-22,Customer Support,Senior Support Representative,67345,178-96-9897
830142077,USA,Crystal Walker,527.970.7536,psmith@example.com,female,1961-10-30,2020-03-22,Operations,Senior Operations Manager,132211,808-71-7105
477332115,China,桂荣 丁,418-683-5057x3274,larrydavis@example.net,female,1998-02-04,2021-11-16,Legal,Legal Assistant,73468,404-13-8008
328443009,Philippines,Robert Johnson,001-399-868-8162x11606,franklinmatthew@example.org,male,1978-02-26,2018-04-23,Operations,Senior Operations Manager,140336,114-87-7555
647960971,USA,Mackenzie Petersen,(421)768-0719x433,tdixon@example.org,female,2005-03-17,2025-05-24,Engineering,Software Engineer,107413,059-86-3177
148838858,USA,Teresa Ingram,585.866.3206x675,julie09@example.net,female,1980-05-31,2024-12-29,Customer Support,Support Representative,53143,503-56-9894
893691642,India,Logan Bawa,267.876.9700,saraholson@example.org,male,1962-09-04,2018-09-02,Engineering,Software Engineer,123898,169-09-0577
704604243,USA,Joshua Jones,594.558.1883x8350,llewis@example.org,male,1986-04-26,2014-06-10,Marketing,Marketing Specialist,57172,227-85-4763
422807973,India,Janani Som,(747)928-9403x444,christopherrandall@example.net,female,1967-11-06,2013-01-28,Operations,Operations Manager,82975,121-24-7182
524455403,India,Siddharth Chakraborty,001-335-751-6229x037,fjones@example.net,male,1978-12-25,2019-03-27,Finance,Senior Financial Analyst,94676,340-53-9797
991740555,USA,Dustin Moreno,5023343934,xgarza@example.net,male,1968-12-12,2023-09-20,Sales,Sales Representative,80952,555-42-0264
878542046,India,Priya Tak,317.407.2095x38593,markgregory@example.com,female,1993-07-18,2025-04-08,Engineering,Engineering Manager,179182,619-02-3499
400066062,USA,Paige Reed,765-252-4310,charlenewatkins@example.org,female,1987-03-22,2018-08-14,Operations,Operations Director,168807,439-81-1877
326398655,USA,Joseph Brown,+1-687-810-7368,zmoore@example.net,male,1993-02-28,2024-12-12,Finance,Financial Analyst,85224,230-01-3432
642046610,USA,Margaret Petty,(835)888-2940x3652,jacobpratt@example.com,female,1965-04-23,2017-11-22,Finance,Finance Manager,106505,707-77-0557
832400367,USA,Darren Bennett,830-587-4648,tanya82@example.org,male,1967-07-14,2020-04-25,Finance,Financial Analyst,80713,053-22-9142
782008471,India,Inaya Kalita,754.874.7898x2913,higginsmatthew@example.com,female,2003-07-01,2024-11-22,Customer Support,Senior Support Representative,59372,540-69-9981
908199028,India,Ojas Wason,341-443-8200x1801,laura55@example.net,male,1977-12-27,2024-11-23,Marketing,Senior Marketing Manager,132248,606-19-9371
393145630,India,Umang Menon,001-567-563-3739x592,qsmith@example.com,male,2000-07-29,2020-10-01,Marketing,Marketing Specialist,58775,719-81-0143
811114540,China,林 刘,001-733-432-5572x0981,brownanthony@example.net,male,1989-10-27,2023-06-21,Operations,VP Operations,209842,385-52-0964
466822211,USA,Sara Graham,321.762.0519,zerickson@example.net,female,2000-07-27,2021-10-05,Engineering,Senior Software Engineer,131328,347-59-9726
593705781,India,Mitesh Joshi,001-256-530-0362,nsanchez@example.com,male,1999-06-08,2021-02-04,Sales,Sales Manager,155440,623-60-8255
452678285,China,涛 王,+1-215-447-8280x33930,gomezmark@example.org,male,1993-05-10,2020-07-15,Engineering,Senior Software Engineer,118760,289-47-3543
842862979,Canada,Nancy Thomas,464.655.0942x16692,melissaroberts@example.com,nonbinary,1978-11-02,2012-06-03,Operations,Operations Director,161302,748-42-9554
794113197,USA,April Rocha,815-462-2004x0377,warrendevin@example.com,female,1993-10-12,2021-09-24,Legal,Legal Assistant,57661,017-50-5911
753679794,USA,Cathy Wright,7283140338,davidkelley@example.net,female,1999-07-04,2022-05-04,Marketing,Marketing Manager,98549,552-66-7770
104594803,USA,Peter Aguilar,(689)477-2830,burtonchristina@example.com,male,1998-12-09,2020-12-16,Customer Support,Support Representative,37539,491-33-4914
822313006,USA,John Elliott,+1-846-742-8389x23067,joshua07@example.net,male,1982-10-16,2023-02-28,Operations,Operations Manager,87448,032-19-8673
543630426,USA,Kristin Caldwell,741.650.7880,ysolis@example.com,female,1984-09-04,2013-07-29,Engineering,Senior Software Engineer,143212,542-55-0086
847850381,India,Ekaraj Bedi,467-522-2316x3872,cynthia29@example.org,male,1998-08-04,2024-07-03,Finance,Financial Analyst,97675,695-65-4236
625034746,India,Harita Nagi,359-752-7846x977,dcraig@example.net,female,1985-10-20,2010-02-05,Sales,Sales Manager,164201,694-33-8799
521756208,India,Harini Karnik,981-721-1299x04692,crogers@example.org,female,1972-05-09,2011-07-24,Operations,Operations Director,178476,662-52-1234
187132846,USA,Michael Martinez,445-475-8445x23687,anthonywilson@example.net,male,1973-12-13,2014-09-07,Executive,SVP,301318,462-02-4976
678370314,USA,Ashley Oconnell,001-966-736-5034x76543,toni87@example.org,female,1989-01-09,2017-07-25,Sales,Senior Sales Representative,73707,789-63-8862
993443242,India,Amrita Karpe,285.988.7866x251,stephanie40@example.org,female,1973-10-20,2010-03-19,Legal,Legal Assistant,74095,812-28-5936
578004919,India,Netra Yogi,724.744.8751,martinezcollin@example.org,female,1991-09-03,2022-01-20,Sales,Sales Manager,159124,304-71-5912
232516483,USA,Kristy Montgomery,(506)757-6459x4950,thomaskimberly@example.com,female,1991-06-26,2023-07-29,Marketing,Marketing Manager,91804,124-37-0454
972717220,India,Aarush Mangal,(503)213-8294x45986,peggy55@example.org,male,1988-10-13,2014-05-15,Engineering,Senior Software Engineer,129423,877-14-8157
988485748,India,Udant Sem,+1-895-852-2380x2497,bford@example.com,nonbinary,1984-12-26,2012-04-16,Customer Support,Senior Support Representative,68336,654-56-6506
484362791,USA,Amy Booker,635-892-0008x0473,qblack@example.net,female,2003-10-23,2024-09-18,Sales,Senior Sales Representative,104493,775-65-8505
290252696,India,Samuel Hayre,884.431.1809,ryanhendrix@example.org,male,1967-12-31,2012-10-15,Operations,Operations Manager,81368,028-15-9768
233964179,India,Urvi Palla,370-878-9185,william34@example.com,female,1972-04-29,2024-01-25,Engineering,Software Engineer,124709,019-21-5882
497800553,China,丽丽 谢,001-251-633-3057x24794,john51@example.org,female,1989-06-07,2021-12-20,Human Resources,HR Specialist,60162,254-13-3362
577361628,USA,Edwin Watson,665-610-9687x1521,sandramueller@example.com,male,2000-07-14,2021-04-10,Marketing,Marketing Specialist,56864,784-49-6473
337856110,USA,Zachary Hernandez,8523552915,stacysmith@example.org,male,1982-02-16,2022-11-09,Sales,Senior Sales Representative,88494,130-80-4347
914348348,USA,Kimberly Wagner,001-638-352-6463x89388,stephaniecox@example.net,female,1961-05-08,2023-03-04,Engineering,Principal Engineer,169279,239-97-2201
830739665,India,Upasna Samra,877-433-4115x1281,vmarsh@example.com,female,1966-07-11,2015-05-01,Finance,Finance Director,189515,742-36-8773
484207398,China,丽娟 范,479-967-4682x8998,higginscrystal@example.net,female,1995-06-13,2016-10-18,Engineering,Engineering Manager,156322,327-89-7109
196600815,USA,Shirley Ruiz,001-787-290-1838,carlos49@example.net,female,2004-02-14,2025-04-20,Customer Support,Support Representative,40471,753-89-7927
968028454,USA,Susan Mckinney,7907706378,scott56@example.org,female,1981-07-01,2021-11-25,Human Resources,HR Specialist,64473,852-98-1690
337455513,China,伟 杜,001-560-709-3502,elizabethrobinson@example.net,male,1999-08-05,2022-09-25,Marketing,Marketing Specialist,58185,311-10-9363
630223017,USA,Joshua Calderon,(407)493-4175x308,omorgan@example.net,male,1961-11-12,2025-02-24,Sales,Sales Director,193596,028-61-3850
139509449,USA,Charles Gray,596.517.4930,higginsjohn@example.net,male,1972-03-21,2024-07-16,Sales,Sales Manager,132935,832-51-8699
629180636,USA,Courtney Oconnell,001-832-301-4701x2630,newmanbradley@example.com,female,1974-07-21,2017-02-24,Customer Support,Senior Support Representative,66158,230-68-6129
324504731,USA,Ryan Casey,687.730.1081x20471,gdean@example.com,male,2003-11-01,2024-04-25,Operations,Operations Analyst,55077,268-38-8090
310546588,USA,Jeremy Walker,695.984.4534,amy97@example.net,male,1963-04-01,2020-08-04,Engineering,Principal Engineer,210131,716-52-9884
785515551,USA,Leslie Cox,(919)827-1432,bjacobs@example.org,female,1987-12-19,2015-07-04,Engineering,Senior Software Engineer,152692,285-50-1101
219127926,India,Harini Mahal,981-932-4426x709,franklinkevin@example.org,female,1982-08-05,2011-05-14,Sales,Sales Director,186431,574-46-9084
711068865,USA,Kenneth Kelly,837.224.4795x59507,eatongeoffrey@example.com,male,1992-10-16,2015-01-17,Customer Support,Support Director,131710,799-15-2835
630440618,China,燕 庞,(815)575-5167x38262,brian01@example.net,female,1998-01-10,2022-02-20,Legal,Senior Counsel,191682,199-06-0394
692474835,India,Vrinda Bora,357.459.6050,douglas05@example.net,female,2003-09-04,2025-03-16,Legal,Senior Counsel,203176,481-67-1790
808496105,India,Vedika Taneja,+1-899-452-1416x74992,amber02@example.org,female,1973-07-07,2011-09-04,Engineering,VP Engineering,292326,424-76-3334
707423317,USA,Brenda Simmons,+1-363-398-6698x36730,stewartrodney@example.net,female,1972-03-29,2017-01-19,Human Resources,HR Specialist,79945,840-50-0351
832703812,USA,Jasmine Wells,(756)870-3714x484,banksnancy@example.org,female,1988-02-19,2025-03-28,Engineering,Software Engineer,130783,464-84-2134
706814705,USA,Brooke Shannon,001-208-721-1008x4133,matthew43@example.net,female,1975-03-15,2023-04-03,Operations,Operations Director,150537,533-43-8903
170180435,USA,Amanda Sawyer,(233)345-5566x99001,hornemichael@example.org,female,1985-04-21,2016-07-18,Engineering,Engineering Manager,193602,357-86-3619
237703513,Philippines,Danielle Rosario,+1-285-281-5855x27201,johnreynolds@example.com,female,1994-01-28,2024-03-17,Engineering,Senior Software Engineer,162532,826-16-1244
169846182,India,Upasna Mital,001-501-270-0462,christopherpratt@example.net,female,1989-08-11,2020-03-13,Operations,Senior Operations Manager,111222,024-82-0721
378769656,Canada,Theresa Aguilar,001-394-201-9327,rojasjohn@example.org,female,1977-07-31,2023-03-31,Executive,VP,267278,229-35-0879
344775738,India,Kabir Grewal,(204)332-5860x94486,christine83@example.net,male,1985-06-17,2017-04-10,Sales,Senior Sales Representative,120014,385-39-8991
882649192,USA,Sydney Gardner,+1-754-756-9832,jennifer38@example.net,female,1989-06-26,2010-11-15,Sales,Senior Sales Representative,108148,055-73-9099
305999029,USA,Raymond Bowman,001-715-836-4339x4464,williamsmichelle@example.net,male,1984-06-22,2016-12-25,Engineering,Senior Software Engineer,185606,736-42-2172
827974104,USA,Vincent Walker,567.385.4213,elizabeth67@example.net,male,1994-02-03,2020-02-10,Engineering,Senior Software Engineer,128884,096-55-6758
844087852,USA,April Martinez,466.653.5795x48540,ygreen@example.com,female,2001-02-06,2022-05-29,Finance,Senior Financial Analyst,113736,504-54-8471
759767702,USA,Donna Miller,001-696-647-0664,douglaswalter@example.com,female,1992-09-10,2016-11-15,Customer Support,Support Representative,44088,831-24-3821
830874965,Mexico,Raúl Nazario,+1-323-766-5813x57596,kimberlymorrison@example.org,female,1992-07-01,2024-05-22,Engineering,Principal Engineer,186645,076-33-2602
587399464,China,秀梅 熊,001-666-334-9933x100,stantonmaria@example.com,female,1999-08-09,2023-07-16,Sales,Sales Representative,72385,508-40-2046
558610676,China,帅 叶,(228)676-4307x3583,pricewilliam@example.org,male,1997-05-23,2024-08-16,Engineering,Software Engineer,134830,641-40-8529
822735389,USA,Jennifer Mills,(716)262-2603x72889,andrewgreen@example.net,female,1987-09-27,2010-08-22,Engineering,Principal Engineer,199638,757-31-4751
155687254,USA,Tammy Spencer,001-733-270-1511x93060,haleylawrence@example.org,female,1982-12-24,2019-02-14,Operations,Operations Analyst,78580,114-75-2397
564445061,USA,Robyn Nash,2476331126,johnsonjames@example.com,female,1999-12-21,2022-10-22,Engineering,Engineering Manager,189477,610-51-8423
536879666,India,Sachi Bala,4478010905,pittsmegan@example.org,female,1981-07-01,2012-01-20,Sales,Sales Representative,80407,262-50-7411
230693381,USA,Michael Little,291-572-6214,triley@example.com,male,1988-08-18,2021-12-25,Sales,Sales Representative,92927,431-15-1055
600993686,USA,Jesse Brown,509-649-3825x604,jessicaorozco@example.org,male,1965-06-14,2021-08-21,Customer Support,Support Manager,85083,029-80-7558
488127434,USA,Andrew Conrad,001-964-588-3066x2399,brooke60@example.org,male,1990-06-13,2021-07-05,Finance,Finance Director,173515,504-42-7904
914993363,USA,Charles Chandler,697.436.0007,christopherwilson@example.com,male,1973-12-05,2015-02-03,Engineering,Senior Software Engineer,114112,671-51-6166
874404381,USA,Matthew Smith,+1-679-488-9880,stephanie74@example.org,male,1997-06-15,2022-03-13,Customer Support,Support Representative,45812,814-12-2224
150427906,USA,Robin White,657.273.6521x9294,hwade@example.org,female,1972-05-09,2023-05-12,Sales,Sales Representative,84529,886-78-3455
551038208,USA,Eric Cox,001-585-935-6398x6494,jennifernguyen@example.net,male,1982-07-05,2013-03-11,Engineering,Senior Software Engineer,154716,366-30-7453
581961364,China,杨 龚,376-242-3926,christophervalentine@example.com,male,1987-12-23,2015-11-02,Finance,Financial Analyst,80029,421-04-8488
105539736,India,Pallavi Hayer,001-528-957-4015x90300,markflores@example.com,female,1975-01-08,2014-05-06,Customer Support,Senior Support Representative,56545,224-86-8373
308958898,India,Vamakshi Bawa,001-269-749-6877x52474,stevensoncody@example.com,female,1987-12-08,2024-01-29,Marketing,Senior Marketing Manager,121777,571-28-1008
187841636,China,丹丹 张,(386)824-8770,juliagonzalez@example.net,female,1991-10-13,2021-01-17,Customer Support,Support Representative,35071,578-80-1672
891824663,India,Dhruv Deep,(454)879-8958x6763,thomaslopez@example.org,male,1973-09-08,2013-08-03,Engineering,Software Engineer,109283,032-47-1170
840397560,India,Chandani Mittal,458-216-8364x11945,loribrady@example.com,female,1965-02-25,2013-10-08,Engineering,Principal Engineer,187965,499-48-8161
179929734,India,Hemang Dhawan,+1-435-605-2111,rossangela@example.net,male,1989-02-16,2024-01-19,Engineering,Software Engineer,110537,387-61-0985
311394879,India,Daniel Banik,315-577-9560x7459,singram@example.org,male,1981-11-17,2012-03-06,Operations,Senior Operations Manager,122328,134-63-1950
453502263,USA,Lauren Figueroa,427.900.9229x7208,wileymelissa@example.org,female,1968-05-02,2023-06-14,Customer Support,Senior Support Representative,64348,351-81-5052
167478361,India,Chatresh Walia,674.661.9994x7832,dhernandez@example.com,male,2005-05-24,2025-06-05,Customer Support,Senior Support Representative,72156,695-86-6606
771405073,USA,Vernon Hooper,(262)375-1868x00738,luisharris@example.net,nonbinary,2005-04-19,2025-05-30,Operations,Operations Manager,80329,491-13-5347
129928143,USA,Tiffany Kennedy,669-251-4409x2720,nfigueroa@example.org,female,2001-07-18,2025-02-03,Customer Support,Support Representative,53710,602-46-5863
563801642,India,Oliver Wagle,+1-327-411-7805,petershaw@example.com,male,1980-05-16,2023-09-21,Human Resources,HR Manager,68364,786-14-8382
736225068,China,丽华 鲁,+1-513-531-3432x7078,mfrey@example.org,female,2001-07-26,2022-04-02,Engineering,Engineering Manager,190175,131-87-7280
772481396,USA,Kathryn Bond,+1-617-820-8111x62775,cpeck@example.org,female,1985-02-25,2017-02-18,Engineering,Software Engineer,109653,870-90-4475
368875123,India,Azaan Lala,715.340.0397x84532,elizabethcarpenter@example.com,male,1987-03-03,2024-12-25,Engineering,Engineering Manager,150297,575-50-8436
215793020,USA,Mark Mason,397.252.7551,grayanthony@example.org,male,1982-02-24,2025-03-11,Sales,Senior Sales Representative,99251,271-85-9505
355936253,USA,Cheryl Carter,(262)746-4830x946,olawson@example.com,female,2003-06-26,2024-04-04,Human Resources,HR Specialist,57144,830-52-3092
993908879,Philippines,Christopher Lewis,+1-296-586-8560x56286,pmoore@example.com,male,1981-04-02,2020-10-11,Sales,Senior Sales Representative,84731,136-12-2306
982222571,USA,Timothy Harris,001-704-889-6423x518,anthony75@example.net,male,1979-12-22,2020-09-24,Executive,VP,235607,686-17-5094
657996830,India,Chaaya Munshi,+1-220-206-9322,hoopersara@example.org,female,2003-02-16,2024-11-27,Operations,Operations Analyst,67851,646-78-5047
178287411,USA,Rebecca Martinez,561.263.0203,jonathandickerson@example.net,nonbinary,1994-10-08,2022-09-17,Engineering,Senior Software Engineer,182280,409-56-4952
744207194,USA,Matthew Nelson,+1-282-820-7655x998,jonathantorres@example.com,male,1969-11-14,2022-08-06,Operations,Operations Manager,114898,420-42-2841
920444599,USA,Michael Kirk,001-531-785-9932x16975,carla63@example.com,male,2000-07-06,2020-10-04,Human Resources,HR Specialist,63029,270-59-1472
771463117,USA,Andrew Sellers,536-231-8804,ghensley@example.org,male,1964-05-16,2013-02-28,Executive,CEO,636426,242-80-9045
721626156,China,慧 陈,211.840.7222,edwardsmith@example.com,female,1965-01-23,2012-09-26,Customer Support,Support Manager,76119,318-39-5110
191842179,USA,Laura Palmer,4432119342,johnsontyler@example.org,female,2003-06-02,2024-08-06,Sales,Senior Sales Representative,79618,851-86-0475
135802499,USA,Amanda Kelly,405.456.1789,clairecarpenter@example.org,female,1980-07-09,2019-04-28,Engineering,Senior Software Engineer,140853,632-32-1877
436381228,USA,Brian Stevenson,490-464-3508,jamesfoster@example.net,male,2004-12-21,2025-05-23,Engineering,Engineering Manager,181841,818-41-3915
844493568,China,佳 何,262-353-0171,johnathanhoward@example.com,male,2003-02-11,2025-05-16,Finance,Financial Analyst,74271,278-95-5740
940360006,USA,Hayley Stanley,551.822.0219,joneserin@example.org,female,1962-12-26,2020-07-20,Executive,VP,225990,604-42-6955
166574389,USA,William Baker,402.295.1068x3266,nancy12@example.net,male,1976-12-23,2017-11-14,Customer Support,Support Manager,87961,364-98-6136
574506277,India,Yadavi Ramachandran,382-502-2945x4323,willisjimmy@example.net,female,1988-11-16,2015-04-30,Operations,Operations Analyst,60266,604-93-7394
423702101,China,楠 徐,675-427-3399,matthew38@example.net,male,1997-09-18,2019-12-03,Engineering,Engineering Manager,175486,408-93-8208
772361249,USA,Juan Adams,(232)544-2979,smithkatrina@example.org,male,1965-04-05,2017-08-05,Customer Support,Support Manager,81454,512-55-1829
170641753,USA,Mary Wilkinson,540-791-7997x121,mhale@example.com,female,1976-12-02,2022-11-03,Customer Support,Support Manager,75109,262-75-7571
827529296,USA,Stephanie Montgomery,292.812.8611x0059,john73@example.org,female,1980-10-12,2014-12-02,Engineering,VP Engineering,196819,440-10-1852
700498762,USA,Theresa Hayes,236.396.2069x15287,brandontorres@example.net,female,1977-10-19,2012-03-18,Operations,Operations Analyst,64175,195-09-6841
416664467,Mexico,Beatriz Lugo,(849)913-4811x252,eramsey@example.org,female,2000-11-12,2021-04-15,Engineering,Senior Software Engineer,174034,090-42-7264
509584709,USA,Dawn Little,+1-713-308-9620x9088,jennifererickson@example.org,female,1981-09-19,2020-09-24,Sales,Sales Representative,87007,523-78-9272
202896950,China,小红 邵,+1-594-212-6242x06570,pjackson@example.org,female,1998-03-15,2023-02-13,Legal,Corporate Counsel,173218,608-21-3742
907414505,USA,Jennifer Brown,+1-435-882-2656,james25@example.net,female,1980-01-16,2013-02-07,Marketing,Marketing Specialist,67338,276-30-6611
350302083,USA,Pamela Johnson,824.966.8807,eileen29@example.net,female,1995-05-21,2017-02-22,Operations,Operations Manager,80071,394-90-3508
586846620,USA,Steven Parker,(604)348-5811,walterfox@example.net,male,1998-10-23,2023-01-23,Finance,Financial Analyst,76292,682-13-3843
598440715,China,伟 刘,+1-662-440-1598,robinmiller@example.com,male,1996-11-20,2021-07-04,Legal,Legal Assistant,74870,355-16-5003
765946168,Taiwan,志雄 吳,001-360-288-1873,michelledominguez@example.net,male,1977-03-01,2011-01-30,Marketing,Marketing Manager,84158,385-70-1137
464660414,USA,Jared Hughes,2119447757,thomassandy@example.net,male,1964-01-09,2010-11-10,Operations,Operations Analyst,82657,051-14-2084
825609063,USA,Tamara Moore,765-856-2855,john43@example.com,female,1991-02-14,2024-08-09,Operations,Operations Manager,74050,409-69-0485
587561211,USA,Marie Davis,001-243-924-2585x199,garnerdeborah@example.org,female,1987-07-11,2017-12-02,Marketing,Marketing Manager,106617,799-34-4450
452395271,USA,Caroline Davis,+1-449-985-4221x644,josephhansen@example.com,female,1999-11-25,2022-11-11,Engineering,Engineering Manager,183933,072-76-6451
306675241,India,Chaaya Dayal,276-789-8803,patriciahenderson@example.com,nonbinary,1990-01-11,2016-05-13,Engineering,Engineering Manager,147305,619-67-2334
210262182,India,Widisha Apte,216.957.7674x667,josedudley@example.org,female,1992-10-22,2016-12-04,Engineering,Principal Engineer,164776,240-42-5426
739064402,China,丹 谷,809-614-5442x717,margaret05@example.com,female,1985-09-02,2024-11-19,Engineering,Principal Engineer,217382,076-26-8824
172525321,Philippines,Michael Dunn,+1-265-567-1830x64327,rrobles@example.net,male,1961-02-06,2020-11-01,Engineering,Senior Software Engineer,165108,442-89-8301
947629428,USA,Charles Rogers,(797)309-1524x878,brandonrios@example.org,male,1977-01-24,2025-03-01,Finance,Senior Financial Analyst,93249,798-47-4853
715481841,USA,Kevin Fuller,+1-489-621-0829x3261,matthew11@example.com,male,1981-05-01,2011-03-27,Operations,VP Operations,183435,610-82-3851
784364101,USA,Zachary Williams,001-215-266-4057x8097,pguerrero@example.com,male,1970-12-27,2018-09-19,Human Resources,HR Specialist,51301,721-32-0999
375185107,Canada,Amber Grimes,6559021815,wgriffin@example.net,female,1988-10-26,2011-04-17,Finance,Finance Director,162276,554-18-0714
552052831,USA,Brian Jefferson,001-284-624-3663x70612,ksmith@example.com,male,1964-02-08,2021-07-18,Marketing,Senior Marketing Manager,129585,646-74-8519
878058056,China,雷 王,001-265-682-3608x73355,michael45@example.com,male,1994-02-03,2017-12-31,Human Resources,HR Specialist,72694,436-90-0631
577411727,USA,Julia Kramer,802.740.5844x50332,kevin51@example.net,female,1993-01-09,2013-09-11,Operations,Operations Analyst,65165,248-89-5931
361082984,India,Yasti Bera,+1-331-594-2090x2813,lesliewilliams@example.net,female,1975-04-25,2019-01-18,Finance,Financial Analyst,67582,321-12-4080
955799705,India,Jackson Deshpande,001-397-286-5397x63696,katelyn01@example.org,male,1979-03-28,2014-05-15,Customer Support,Senior Support Representative,40731,885-71-8884
